observed_at,player_id,player_code,web_name,team_id,team_code,team_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,expected_points_this_gameweek,expected_points_next_gameweek,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,direct_free_kicks_order,corners_and_indirect_free_kicks_order
2026-08-26T01:59:29+00:00,47,226944,Kamara,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,a,,2026-07-23T12:01:23.337269Z,100,100,0.4,2.0,1.5,1.5,1864,3159,1864,3159,,,
2026-08-26T01:59:29+00:00,48,449871,Onana,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.352497Z,0,0,0.0,0.0,0.0,0.0,108,398,108,398,,,
2026-08-26T01:59:29+00:00,49,469247,Iling Jr,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,u,Has joined Bolton Wanderers on loan for the rest of the season,2026-08-17T13:52:28.532616Z,0,0,0.0,0.0,0.0,0.0,0,99,0,99,,,
2026-08-26T01:59:29+00:00,50,645618,Burrowes,2,7,Aston Villa,Midfielder,4.5,0.0,0.0,a,,,,,0.7,0.0,1.0,1.0,2497,4517,2497,4517,,,
2026-08-26T01:59:29+00:00,51,577285,George Hemmings,2,7,Aston Villa,Midfielder,4.5,0.0,0.0,a,,,,,0.7,2.0,1.0,1.0,4735,3263,4735,3263,,,
2026-08-26T01:59:29+00:00,52,653481,Alysson,2,7,Aston Villa,Midfielder,5.0,0.0,0.0,a,,,,,0.0,1.0,1.5,1.5,260,393,260,393,,,
2026-08-26T01:59:29+00:00,53,614071,Manzambi,2,7,Aston Villa,Midfielder,6.0,0.0,0.0,i,Knee injury - Unknown return date,2026-08-15T15:30:06.388335Z,0,0,0.2,0.0,0.0,0.0,173,6690,173,6690,,,
2026-08-26T01:59:29+00:00,54,448089,Gomes,2,7,Aston Villa,Midfielder,5.5,0.0,0.0,s,Suspended until 19 Sep,2026-08-23T17:30:08.367415Z,0,0,0.1,-2.0,0.0,0.0,105,1357,105,1357,,,
2026-08-26T01:59:29+00:00,55,178301,Watkins,2,7,Aston Villa,Forward,8.0,0.0,0.0,a,,,,,9.0,0.0,2.5,2.5,8799,140892,8799,140892,2,,
2026-08-26T01:59:29+00:00,56,173879,Abraham,2,7,Aston Villa,Forward,5.5,0.0,0.0,d,Knock - 75% chance of playing,2026-08-15T16:00:07.558543Z,75,75,0.1,0.0,1.3,1.3,389,1680,389,1680,,,
2026-08-26T01:59:29+00:00,160,493105,Garnacho,2,7,Aston Villa,Midfielder,6.0,0.0,0.0,a,,,,,0.6,1.0,2.2,2.2,1572,6576,1572,6576,,,
2026-08-26T01:59:29+00:00,582,690838,Madjo,2,7,Aston Villa,Forward,5.5,0.0,0.0,i,Unspecified injury - Unknown return date,2026-08-15T16:00:07.974271Z,0,0,0.4,0.0,0.0,0.0,947,5468,947,5468,,,
2026-08-26T01:59:29+00:00,596,487992,Ruggeri,2,7,Aston Villa,Defender,4.5,0.0,0.0,a,,,,,0.1,1.0,1.7,1.7,689,688,689,688,,,
2026-08-26T01:59:29+00:00,597,433969,Suzuki,2,7,Aston Villa,Goalkeeper,5.0,0.0,0.0,a,,,,,0.8,0.0,2.6,2.6,2801,4189,2801,4189,,,
2026-08-26T01:59:29+00:00,606,569577,Rowe,2,7,Aston Villa,Defender,4.0,0.0,0.0,a,,,,,0.0,0.0,1.0,1.0,937,140,937,140,,,
2026-08-26T01:59:29+00:00,607,571380,Lynch,2,7,Aston Villa,Midfielder,4.5,0.0,0.0,a,,,,,0.1,0.0,1.0,1.0,2675,477,2675,477,,,
2026-08-26T01:59:29+00:00,611,214590,Wan-Bissaka,2,7,Aston Villa,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,315,23,315,23,,,
2026-08-26T01:59:29+00:00,57,457569,Petrović,3,91,Bournemouth,Goalkeeper,4.5,0.0,0.0,a,,,,,3.3,2.0,1.9,1.9,14020,7780,14020,7780,,,
2026-08-26T01:59:29+00:00,58,40383,Forster,3,91,Bournemouth,Goalkeeper,4.0,0.0,0.0,a,,,,,3.2,0.0,1.0,1.0,5595,6341,5595,6341,,,
2026-08-26T01:59:29+00:00,59,444172,Dennis,3,91,Bournemouth,Goalkeeper,4.0,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,902,552,902,552,,,
2026-08-26T01:59:29+00:00,60,463981,Hill,3,91,Bournemouth,Defender,5.5,0.0,0.0,a,,,,,0.9,1.0,2.5,2.5,5381,4162,5381,4162,,,
2026-08-26T01:59:29+00:00,61,494521,Truffert,3,91,Bournemouth,Defender,5.5,0.0,0.0,a,,,,,4.3,1.0,2.5,2.5,12689,15538,12689,15538,,,
2026-08-26T01:59:29+00:00,62,242882,Diakité,3,91,Bournemouth,Defender,5.0,0.0,0.0,a,,,,,0.2,0.0,2.2,2.2,2056,1597,2056,1597,,,
2026-08-26T01:59:29+00:00,63,620487,Milosavljević,3,91,Bournemouth,Defender,5.0,0.0,0.0,i,Unspecified injury - Unknown return date,2026-08-06T10:00:10.456051Z,0,0,0.0,0.0,0.0,0.0,58,213,58,213,,,
2026-08-26T01:59:29+00:00,64,54469,Smith,3,91,Bournemouth,Defender,4.5,0.0,0.0,a,,,,,0.1,1.0,1.7,1.7,1607,600,1607,600,,,
2026-08-26T01:59:29+00:00,65,436893,J.Araujo,3,91,Bournemouth,Defender,4.5,0.0,0.0,i,Thigh injury - Unknown return date,2026-08-09T08:00:05.645826Z,0,0,0.0,0.0,0.0,0.0,68,387,68,387,,,
2026-08-26T01:59:29+00:00,66,575901,Soler,3,91,Bournemouth,Defender,4.0,0.0,0.0,d,Hamstring injury - 75% chance of playing,2026-08-15T16:30:07.021055Z,75,75,0.2,0.0,0.8,0.8,286,1728,286,1728,,,
2026-08-26T01:59:29+00:00,67,499604,Rayan,3,91,Bournemouth,Midfielder,6.5,0.0,0.0,a,,,,,2.8,2.0,2.3,2.3,14523,13610,14523,13610,,,
2026-08-26T01:59:29+00:00,68,201658,Tavernier,3,91,Bournemouth,Midfielder,6.0,0.0,0.0,a,,,,,2.1,10.0,2.2,2.2,43010,6581,43010,6581,3,,
2026-08-26T01:59:29+00:00,69,503139,Scott,3,91,Bournemouth,Midfielder,6.0,0.0,0.0,a,,,,,1.5,2.0,2.2,2.2,5100,8082,5100,8082,,,
2026-08-26T01:59:29+00:00,70,222683,Kluivert,3,91,Bournemouth,Midfielder,6.0,0.0,0.0,a,,,,,1.2,3.0,2.2,2.2,8797,5769,8797,5769,2,,
2026-08-26T01:59:29+00:00,71,155408,Cook,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,,,,0.2,3.0,1.5,1.5,1886,1045,1886,1045,,,
2026-08-26T01:59:29+00:00,72,496208,Gannon-Doak,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,,,,0.1,1.0,1.5,1.5,268,564,268,564,,,
2026-08-26T01:59:29+00:00,73,200785,Adams,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,2026-08-15T16:30:07.029928Z,75,100,0.2,1.0,1.1,1.5,1815,2093,1815,2093,,,
2026-08-26T01:59:29+00:00,74,111317,Brooks,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,2026-08-15T16:30:07.037929Z,75,100,0.1,0.0,1.1,1.5,322,469,322,469,,,
2026-08-26T01:59:29+00:00,75,158499,Christie,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,2026-07-24T17:30:10.035483Z,0,100,0.0,0.0,0.0,1.5,305,126,305,126,,,
2026-08-26T01:59:29+00:00,76,614574,Tóth.A,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,a,,,,,0.0,1.0,1.5,1.5,69,91,69,91,,,
2026-08-26T01:59:29+00:00,77,489888,Adli,3,91,Bournemouth,Midfielder,5.0,0.0,0.0,i,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,0,0,0.0,0.0,0.0,0.0,33,737,33,737,,,
2026-08-26T01:59:29+00:00,78,560262,Kroupi.Jr,3,91,Bournemouth,Midfielder,7.5,0.0,0.0,i,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,0,0,0.4,0.0,0.0,0.0,360,9690,360,9690,1,,
2026-08-26T01:59:29+00:00,79,444102,Evanilson,3,91,Bournemouth,Forward,6.0,0.0,0.0,a,,,,,2.7,4.0,2.0,2.0,39959,10671,39959,10671,,,
2026-08-26T01:59:29+00:00,80,168636,Enes Ünal,3,91,Bournemouth,Forward,5.5,0.0,0.0,u,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,0,0,0.0,0.0,0.0,0.0,0,798,0,798,,,
2026-08-26T01:59:29+00:00,81,561245,Rodríguez,3,91,Bournemouth,Forward,6.0,0.0,0.0,a,,2026-08-15T16:30:07.054142Z,75,100,0.1,0.0,1.5,2.0,578,813,578,813,,,
2026-08-26T01:59:29+00:00,566,483067,Silva,3,91,Bournemouth,Defender,5.0,0.0,0.0,a,,,,,0.3,2.0,2.2,2.2,3755,1230,3755,1230,,,
2026-08-26T01:59:29+00:00,573,494928,Sanchez,3,91,Bournemouth,Defender,4.5,0.0,0.0,a,,,,,0.2,0.0,1.7,1.7,351,885,351,885,,,
2026-08-26T01:59:29+00:00,608,523700,Jebbison,3,91,Bournemouth,Forward,5.0,0.0,0.0,a,,,,,0.0,1.0,1.4,1.4,1250,195,1250,195,,,
2026-08-26T01:59:29+00:00,82,200720,Kelleher,4,94,Brentford,Goalkeeper,5.0,0.0,0.0,a,,,,,6.3,7.0,2.6,2.6,47528,10775,47528,10775,,,
2026-08-26T01:59:29+00:00,83,507433,Valdimarsson,4,94,Brentford,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,1.9,1.9,419,541,419,541,,,
2026-08-26T01:59:29+00:00,84,432830,Collins,4,94,Brentford,Defender,5.5,0.0,0.0,a,,,,,2.0,6.0,2.5,2.5,16106,5223,16106,5223,,,
2026-08-26T01:59:29+00:00,85,444765,Van den Berg,4,94,Brentford,Defender,5.0,0.0,0.0,i,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,0,0,0.1,0.0,0.0,0.0,116,3039,116,3039,,,
2026-08-26T01:59:29+00:00,86,249231,Lewis-Potter,4,94,Brentford,Midfielder,5.5,0.0,0.0,a,,,,,0.8,10.0,2.0,2.0,25468,3766,25468,3766,,,
2026-08-26T01:59:29+00:00,87,191866,Ajer,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,3.8,8.0,1.7,1.7,34731,6889,34731,6889,,,
2026-08-26T01:59:29+00:00,88,607464,Kayode,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,6.1,13.0,1.7,1.7,213405,11213,213405,11213,,,
2026-08-26T01:59:29+00:00,89,194010,Henry,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,0.3,0.0,1.7,1.7,402,1348,402,1348,,,
2026-08-26T01:59:29+00:00,90,472713,Hickey,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,0.1,1.0,1.7,1.7,389,352,389,352,,,
2026-08-26T01:59:29+00:00,91,231065,Pinnock,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,1.7,1.7,292,616,292,616,,,
2026-08-26T01:59:29+00:00,92,570241,Ji-soo,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,86,128,86,128,,,
2026-08-26T01:59:29+00:00,93,513086,Schuster,4,94,Brentford,Defender,4.5,0.0,0.0,a,,,,,0.2,0.0,1.7,1.7,108,741,108,741,,,
2026-08-26T01:59:29+00:00,94,513418,Schade,4,94,Brentford,Midfielder,6.0,0.0,0.0,a,,,,,3.5,3.0,2.2,2.2,13272,15062,13272,15062,2,,
2026-08-26T01:59:29+00:00,95,533463,O.Dango,4,94,Brentford,Midfielder,6.5,0.0,0.0,a,,,,,1.2,3.0,2.3,2.3,4582,6176,4582,6176,,,
2026-08-26T01:59:29+00:00,96,440089,Damsgaard,4,94,Brentford,Midfielder,5.5,0.0,0.0,a,,,,,0.6,1.0,2.0,2.0,1287,4764,1287,4764,,,
2026-08-26T01:59:29+00:00,97,207283,Jensen,4,94,Brentford,Midfielder,5.5,0.0,0.0,a,,,,,0.2,6.0,2.0,2.0,2220,817,2220,817,3,,
2026-08-26T01:59:29+00:00,98,204580,Janelt,4,94,Brentford,Midfielder,5.0,0.0,0.0,a,,,,,0.3,9.0,1.5,1.5,16405,2161,16405,2161,,,
2026-08-26T01:59:29+00:00,99,543295,Milambo,4,94,Brentford,Midfielder,5.0,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,0,0,0.0,0.0,0.0,0.0,21,33,21,33,,,
2026-08-26T01:59:29+00:00,100,244858,Carvalho,4,94,Brentford,Midfielder,5.0,0.0,0.0,a,,2026-08-18T13:58:17.442072Z,75,100,0.0,0.0,1.1,1.5,34,189,34,189,,,
2026-08-26T01:59:29+00:00,102,508395,Yarmoliuk,4,94,Brentford,Midfielder,5.0,0.0,0.0,a,,,,,1.2,1.0,1.5,1.5,509,8065,509,8065,,,
2026-08-26T01:59:29+00:00,103,183656,Dasilva,4,94,Brentford,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,123,223,123,223,,,
2026-08-26T01:59:29+00:00,105,444180,Anthony,4,94,Brentford,Midfielder,6.0,0.0,0.0,a,,,,,0.2,1.0,2.2,2.2,1063,1447,1063,1447,,,
2026-08-26T01:59:29+00:00,106,502500,Thiago,4,94,Brentford,Forward,8.0,0.0,0.0,a,,,,,17.0,0.0,2.5,2.5,59550,81072,59550,81072,1,,
2026-08-26T01:59:29+00:00,107,593174,Furo,4,94,Brentford,Forward,4.5,0.0,0.0,a,,,,,0.9,0.0,1.0,1.0,5254,5392,5254,5392,,,
2026-08-26T01:59:29+00:00,108,75115,Wilson,4,94,Brentford,Forward,5.5,0.0,0.0,a,,,,,0.4,1.0,1.8,1.8,2577,3027,2577,3027,,,
2026-08-26T01:59:29+00:00,565,513545,M.Sangaré,4,94,Brentford,Midfielder,5.6,0.1,0.1,a,,,,,6.7,14.0,2.0,2.0,276191,12005,276191,12005,,,
2026-08-26T01:59:29+00:00,109,489639,Verbruggen,5,36,Brighton,Goalkeeper,4.5,0.0,0.0,a,,,,,21.6,6.0,1.9,1.9,52168,24808,52168,24808,,,
2026-08-26T01:59:29+00:00,111,49262,Steele,5,36,Brighton,Goalkeeper,4.0,0.0,0.0,a,,,,,4.1,0.0,1.0,1.0,6399,8352,6399,8352,,,
2026-08-26T01:59:29+00:00,113,231416,F.Kadıoğlu,5,36,Brighton,Defender,4.5,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-23T13:00:07.595211Z,,75,2.4,0.0,1.7,1.3,1990,35971,1990,35971,,,
2026-08-26T01:59:29+00:00,114,204120,Boscagli,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,0.3,6.0,1.7,1.7,2140,799,2140,799,,,
2026-08-26T01:59:29+00:00,115,465730,De Cuyper,5,36,Brighton,Defender,4.6,0.1,0.1,a,,,,,6.0,17.0,1.9,1.9,335497,10722,335497,10722,,,
2026-08-26T01:59:29+00:00,116,83299,Dunk,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,1.1,6.0,1.7,1.7,7818,2928,7818,2928,,,
2026-08-26T01:59:29+00:00,117,550090,Coppola,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,124,146,124,146,,,
2026-08-26T01:59:29+00:00,118,223434,Igor,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,1.7,1.7,355,568,355,568,,,
2026-08-26T01:59:29+00:00,119,451490,Costinha,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,0.0,1.0,1.7,1.7,189,129,189,129,,,
2026-08-26T01:59:29+00:00,120,454490,Svoboda,5,36,Brighton,Defender,5.0,0.0,0.0,a,,,,,0.1,0.0,2.2,2.2,615,460,615,460,,,
2026-08-26T01:59:29+00:00,121,451340,Mitoma,5,36,Brighton,Midfielder,6.0,0.0,0.0,i,Hamstring injury - Unknown return date,2026-07-24T18:30:10.661894Z,0,0,0.0,0.0,0.0,0.0,124,890,124,890,,,
2026-08-26T01:59:29+00:00,122,592031,Minteh,5,36,Brighton,Midfielder,6.0,0.0,0.0,i,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,0,0,0.1,0.0,0.0,0.0,114,2580,114,2580,,,
2026-08-26T01:59:29+00:00,123,532529,Hinshelwood,5,36,Brighton,Midfielder,6.0,0.0,0.0,a,,,,,2.0,16.0,2.2,2.2,103012,10820,103012,10820,,,
2026-08-26T01:59:29+00:00,124,60307,Groß,5,36,Brighton,Midfielder,5.5,0.0,0.0,a,,,,,13.4,2.0,2.0,2.0,15085,66705,15085,66705,1,,
2026-08-26T01:59:29+00:00,125,463067,Georginio,5,36,Brighton,Forward,5.5,0.0,0.0,a,,,,,1.1,5.0,1.8,1.8,19419,5414,19419,5414,,,
2026-08-26T01:59:29+00:00,126,219249,O'Riley,5,36,Brighton,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.0,2.0,2.0,435,880,435,880,3,,
2026-08-26T01:59:29+00:00,127,514254,Gomez,5,36,Brighton,Midfielder,5.0,0.0,0.0,a,,,,,3.8,6.0,1.5,1.5,12308,9792,12308,9792,,,
2026-08-26T01:59:29+00:00,128,536916,Buonanotte,5,36,Brighton,Midfielder,5.0,0.0,0.0,u,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,0,0,0.0,0.0,0.0,0.0,0,133,0,133,,,
2026-08-26T01:59:29+00:00,129,509416,Ayari,5,36,Brighton,Midfielder,5.5,0.0,0.0,a,,,,,0.7,2.0,2.0,2.0,2149,4612,2149,4612,,,
2026-08-26T01:59:29+00:00,130,467779,Wieffer,5,36,Brighton,Defender,5.0,0.0,0.0,a,,,,,0.4,7.0,2.2,2.2,9165,1709,9165,1709,,,
2026-08-26T01:59:29+00:00,131,535301,Baleba,5,36,Brighton,Midfielder,5.0,0.0,0.0,i,Ankle injury - Unknown return date,2026-08-06T16:00:10.997714Z,0,0,0.2,0.0,0.0,0.0,1680,2919,1680,2919,,,
2026-08-26T01:59:29+00:00,132,597320,Howell,5,36,Brighton,Midfielder,4.5,0.0,0.0,u,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,0,0,0.1,0.0,0.0,0.0,0,1150,0,1150,,,
2026-08-26T01:59:29+00:00,133,549074,Watson,5,36,Brighton,Midfielder,5.0,0.0,0.0,u,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,0,0,0.0,0.0,0.0,0.0,0,40,0,40,,,
2026-08-26T01:59:29+00:00,134,556637,Oriola,5,36,Brighton,Midfielder,4.5,0.0,0.0,a,,,,,0.3,0.0,1.0,1.0,1151,1749,1151,1749,,,
